accession	assembly_name	sample_accession	scientific_name	base_count
GCA_054177725	ASM5417772v1	SAMN42779326	Rhodococcus sp. P4_D10	10076763
GCA_054177745	ASM5417774v1	SAMN42779242	Rhizobacter sp. P2_G12	6903822
GCA_056400345	ASM5640034v1	SAMN42779408	Microbacterium sp. P5_B6	4090184
GCA_056400365	ASM5640036v1	SAMN42779407	Paenibacillus sp. P5_B5	5069892
GCA_056400385	ASM5640038v1	SAMN42779406	Priestia sp. P5_B4	5516914
GCA_056400405	ASM5640040v1	SAMN42779405	Pseudomonas sp. P5_B3	6372814
GCA_056400425	ASM5640042v1	SAMN42779403	Lysobacter sp. P5_B12	3454265
GCA_056400445	ASM5640044v1	SAMN42779404	Pseudomonas sp. P5_B2	6207338
GCA_056400465	ASM5640046v1	SAMN42779402	Stenotrophomonas sp. P5_B11	4226680
GCA_056400485	ASM5640048v1	SAMN42779401	Roseateles sp. P5_B10	6675639
GCA_056400505	ASM5640050v1	SAMN42779400	Terrabacter sp. P5_B1	4461719
GCA_056400525	ASM5640052v1	SAMN42779399	Stenotrophomonas sp. P5_A9	4589142
GCA_056400545	ASM5640054v1	SAMN42779398	Stenotrophomonas sp. P5_A8	4513239
GCA_056400565	ASM5640056v1	SAMN42779397	Stenotrophomonas sp. P5_A7	4566430
GCA_056400585	ASM5640058v1	SAMN42779396	Mucilaginibacter sp. P5_A6	6678846
GCA_056400605	ASM5640060v1	SAMN42779394	Mucilaginibacter sp. P5_A4	6550563
GCA_056400625	ASM5640062v1	SAMN42779395	Allobosea sp. P5_A5	4719401
GCA_056400645	ASM5640064v1	SAMN42779391	Burkholderiaceae bacterium P5_A2	6454668
GCA_056400665	ASM5640066v1	SAMN42779393	Variovorax sp. P5_A3	7528657
GCA_056400685	ASM5640068v1	SAMN42779390	Pseudomonas sp. P5_A12	6540756
GCA_056400705	ASM5640070v1	SAMN42779389	Paenisporosarcina sp. P5_A11	3971838
GCA_056400725	ASM5640072v1	SAMN42779388	Stenotrophomonas sp. P5_A10	4585125
GCA_056400745	ASM5640074v1	SAMN42779387	Rhizobacter sp. P5_A1	5864983
GCA_056400765	ASM5640076v1	SAMN42779385	Ramlibacter sp. P4_H7	5300156
GCA_056400785	ASM5640078v1	SAMN42779386	Rhizorhabdus sp. P4_H7_2	3494814
GCA_056400805	ASM5640080v1	SAMN42779384	Aminobacter sp. P4_H6_2	6146978
GCA_056400825	ASM5640082v1	SAMN42779382	Allobosea sp. P4_H5	6367266
GCA_056400845	ASM5640084v1	SAMN42779383	Mycobacterium sp. P4_H6	6601769
GCA_056400865	ASM5640086v1	SAMN42779381	Cellulomonas sp. P4_H4	4174514
GCA_056400885	ASM5640088v1	SAMN42779380	Arthrobacter sp. P4_H3	5395866
GCA_056400905	ASM5640090v1	SAMN42779379	Cellulomonas sp. P4_H12	4194651
GCA_056400925	ASM5640092v1	SAMN42779378	Alsobacter sp. P4_H11	5205056
GCA_056400945	ASM5640094v1	SAMN42779376	Polaromonas sp. P4_H1	5389859
GCA_056400965	ASM5640096v1	SAMN42779377	Asticcacaulis sp. P4_H10	4850001
GCA_056400985	ASM5640098v1	SAMN42779375	Mucilaginibacter sp. P4_G9	6278255
GCA_056401005	ASM5640100v1	SAMN42779373	Microvirga sp. P4_G7	4366440
GCA_056401025	ASM5640102v1	SAMN42779374	Aminobacter sp. P4_G8	6384258
GCA_056401045	ASM5640104v1	SAMN42779372	Rhizorhabdus sp. P4_G6	3868048
GCA_056401065	ASM5640106v1	SAMN42779371	Rhizorhabdus sp. P4_G5	3920215
GCA_056401085	ASM5640108v1	SAMN42779370	Nocardioides sp. P4_G4	4427173
GCA_056401105	ASM5640110v1	SAMN42779369	Sphingomonas sp. P4_G3	4737564
GCA_056401155	ASM5640115v1	SAMN42779368	Sphingomonas sp. P4_G2	4823930
GCA_056401175	ASM5640117v1	SAMN42779365	Nocardioides sp. P4_G10	4807683
GCA_056401195	ASM5640119v1	SAMN42779367	Rhodococcus sp. P4_G12	5273577
GCA_056401215	ASM5640121v1	SAMN42779364	Tardiphaga sp. P4_G1	6493116
GCA_056401235	ASM5640123v1	SAMN42779363	Polaromonas sp. P4_F9	5891496
GCA_056401255	ASM5640125v1	SAMN42779362	Neorhizobium sp. P4_F8	6152564
GCA_056401275	ASM5640127v1	SAMN42779360	Polaromonas sp. P4_F6	5127905
GCA_056401295	ASM5640129v1	SAMN42779361	Aminobacter sp. P4_F7	6458450
GCA_056401315	ASM5640131v1	SAMN42779359	Rhodococcus sp. P4_F5	5596382
GCA_056401335	ASM5640133v1	SAMN42779357	Rhodococcus sp. P4_F3_2	7002580
GCA_056401355	ASM5640135v1	SAMN42779358	Polaromonas sp. P4_F4	5441966
GCA_056401375	ASM5640137v1	SAMN42779356	Rhodococcus sp. P4_F3_1_2	6116951
GCA_056401395	ASM5640139v1	SAMN42779353	Arthrobacter sp. P4_F11	4596778
GCA_056401415	ASM5640141v1	SAMN42779355	Priestia sp. P4_F2_1	5687105
GCA_056401435	ASM5640143v1	SAMN42779352	Arthrobacter sp. P4_F10	5086156
GCA_056401455	ASM5640145v1	SAMN42779351	Paenibacillus sp. P4_F1	8308370
GCA_056401475	ASM5640147v1	SAMN42779350	Sphingomonas sp. P4_E9	4821928
GCA_056401495	ASM5640149v1	SAMN42779349	Mucilaginibacter sp. P4_E8	7446228
GCA_056401515	ASM5640151v1	SAMN42779348	Rhodococcus sp. P4_E7	10305447
GCA_056401535	ASM5640153v1	SAMN42779347	Luteibacter sp. P4_E6	4807932
GCA_056401555	ASM5640155v1	SAMN42779346	Caulobacter sp. P4_E5	5297987
GCA_056401575	ASM5640157v1	SAMN42779344	Rhodococcus sp. P4_E4	6558470
GCA_056401595	ASM5640159v1	SAMN42779345	Paenisporosarcina sp. P4_E4_2	3616463
GCA_056401615	ASM5640161v1	SAMN42779343	Rhodococcus sp. P4_E3	6841785
GCA_056401635	ASM5640163v1	SAMN42779340	Paenibacillus sp. P4_E11	7886920
GCA_056401655	ASM5640165v1	SAMN42779341	Allobosea sp. P4_E12	7614424
GCA_056401675	ASM5640167v1	SAMN42779339	Phenylobacterium sp. P4_E10	4188960
GCA_056401695	ASM5640169v1	SAMN42779337	Variovorax sp. P4_D9	10438852
GCA_056401715	ASM5640171v1	SAMN42779338	Bacillus sp. P4_E1	5544841
GCA_056401735	ASM5640173v1	SAMN42779336	Luteibacter sp. P4_D7_3	4706270
GCA_056401755	ASM5640175v1	SAMN42779334	Pseudomonas sp. P4_D7	6483878
GCA_056401775	ASM5640177v1	SAMN42779335	Neorhizobium sp. P4_D7_2	6029934
GCA_056401795	ASM5640179v1	SAMN42779333	Peribacillus sp. P4_D6	5500279
GCA_056401815	ASM5640181v1	SAMN42779332	Aminobacter sp. P4_D5	7107190
GCA_056401835	ASM5640183v1	SAMN42779331	Paenisporosarcina sp. P4_D4	3652133
GCA_056401855	ASM5640185v1	SAMN42779330	Bacillus sp. P4_D3	5295471
GCA_056401875	ASM5640187v1	SAMN42779329	Roseateles sp. P4_D2	6535744
GCA_056401895	ASM5640189v1	SAMN42779328	Sphingomonas sp. P4_D12	4757219
GCA_056401915	ASM5640191v1	SAMN42779327	Cellulomonas sp. P4_D11	4246634
GCA_056401935	ASM5640193v1	SAMN42779325	Mucilaginibacter sp. P4_D1	7521546
GCA_056401955	ASM5640195v1	SAMN42779324	Pseudomonas sp. P4_C9	5611232
GCA_056401975	ASM5640197v1	SAMN42779323	Pseudomonas sp. P4_C8	6482645
GCA_056401995	ASM5640199v1	SAMN42779322	Pseudomonas sp. P4_C7	6383010
GCA_056402015	ASM5640201v1	SAMN42779321	Allobosea sp. P4_C6	5933998
GCA_056402035	ASM5640203v1	SAMN42779320	Burkholderiaceae bacterium P4_C5	6687834
GCA_056402055	ASM5640205v1	SAMN42779319	Pseudomonas sp. P4_C4	6589674
GCA_056402075	ASM5640207v1	SAMN42779318	Pseudomonas sp. P4_C3	6530883
GCA_056402095	ASM5640209v1	SAMN42779317	Peribacillus sp. P4_C12	5839214
GCA_056402115	ASM5640211v1	SAMN42779316	Mucilaginibacter sp. P4_C11	7377493
GCA_056402135	ASM5640213v1	SAMN42779315	Rhodococcus sp. P4_C10	5703049
GCA_056402155	ASM5640215v1	SAMN42779314	Pseudomonas sp. P4_C1	6296014
GCA_056402175	ASM5640217v1	SAMN42779313	Paenisporosarcina sp. P4_B8	3487388
GCA_056402195	ASM5640219v1	SAMN42779312	Paenisporosarcina sp. P4_B7	3491323
GCA_056402215	ASM5640221v1	SAMN42779311	Rhodococcus sp. P4_B6	10937089
GCA_056402235	ASM5640223v1	SAMN42779310	Cellulomonas sp. P4_B5_2	4324486
GCA_056402255	ASM5640225v1	SAMN42779308	Pseudomonas sp. P4_B4	6711045
GCA_056402275	ASM5640227v1	SAMN42779309	Azospirillum sp. P4_B5	7059071
GCA_056402295	ASM5640229v1	SAMN42779307	Pseudomonas sp. P4_B3	6511360
GCA_056402315	ASM5640231v1	SAMN42779306	Pseudoxanthomonas sp. P4_B2	4173662
GCA_056402335	ASM5640233v1	SAMN42779305	Allobosea sp. P4_B12	7627982
GCA_056402355	ASM5640235v1	SAMN42779304	Variovorax sp. P4_B11	8446974
GCA_056402375	ASM5640237v1	SAMN42779303	Variovorax sp. P4_B10	7165674
GCA_056402395	ASM5640239v1	SAMN42779302	Peribacillus sp. P4_B1	5264654
GCA_056402415	ASM5640241v1	SAMN42779301	Paenibacillus sp. P4_A9	6789095
GCA_056402435	ASM5640243v1	SAMN42779300	Rahnella sp. P4_A8	5425597
GCA_056402455	ASM5640245v1	SAMN42779299	Paenibacillus sp. P4_A7	7217467
GCA_056402475	ASM5640247v1	SAMN42779298	Mucilaginibacter sp. P4_A6	7096128
GCA_056402495	ASM5640249v1	SAMN42779297	Microvirga sp. P4_A5	4762269
GCA_056402515	ASM5640251v1	SAMN42779296	Cellulomonas sp. P4_A2	4294802
GCA_056402535	ASM5640253v1	SAMN42779294	Mucilaginibacter sp. P4_A11	7569881
GCA_056402555	ASM5640255v1	SAMN42779295	Rhodococcus sp. P4_A12	5416344
GCA_056402575	ASM5640257v1	SAMN42779293	Mucilaginibacter sp. P4_A10	7567102
GCA_056402595	ASM5640259v1	SAMN42779291	Sphingomonas sp. P3_C6	5110566
GCA_056402615	ASM5640261v1	SAMN42779292	Pedococcus sp. P3_C7	3974797
GCA_056402635	ASM5640263v1	SAMN42779290	Sphingomonas sp. P3_C5	5597977
GCA_056402655	ASM5640265v1	SAMN42779288	Bradyrhizobium sp. P3_C3	9033372
GCA_056402675	ASM5640267v1	SAMN42779287	Polaromonas sp. P3_C2	4675475
GCA_056402695	ASM5640269v1	SAMN42779289	Rhizobacter sp. P3_C4	6220546
GCA_056402715	ASM5640271v1	SAMN42779285	Arthrobacter sp. P3_C11	4621482
GCA_056402735	ASM5640273v1	SAMN42779286	Rhizobacter sp. P3_C12	7189358
GCA_056402755	ASM5640275v1	SAMN42779284	Pedococcus sp. P3_C1	3984865
GCA_056402775	ASM5640277v1	SAMN42779283	Rhodococcus sp. P3_B8	9415043
GCA_056402795	ASM5640279v1	SAMN42779282	Azonexus sp. P3_B6	4344019
GCA_056402815	ASM5640281v1	SAMN42779281	Mesorhizobium sp. P3_B5	6071215
GCA_056402835	ASM5640283v1	SAMN42779280	Polaromonas sp. P3_B4	4852142
GCA_056402855	ASM5640285v1	SAMN42779279	Ideonella sp. P3_B3	7818660
GCA_056402875	ASM5640287v1	SAMN42779278	Devosia sp. P3_B2	4573254
GCA_056402895	ASM5640289v1	SAMN42779277	Rhizobacter sp. P3_B12	7045915
GCA_056402915	ASM5640291v1	SAMN42779276	Mesorhizobium sp. P3_B11	6408666
GCA_056402935	ASM5640293v1	SAMN42779274	Polaromonas sp. P3_B1	5215834
GCA_056402955	ASM5640295v1	SAMN42779275	Azospirillum sp. P3_B10	7780382
GCA_056402975	ASM5640297v1	SAMN42779273	Mesorhizobium sp. P3_A9	7208612
GCA_056402995	ASM5640299v1	SAMN42779272	Mesorhizobium sp. P3_A8	7219973
GCA_056403015	ASM5640301v1	SAMN42779271	Polaromonas sp. P3_A7	4846675
GCA_056403035	ASM5640303v1	SAMN42779270	Flavobacterium sp. P3_A6	5210590
GCA_056403055	ASM5640305v1	SAMN42779269	Polaromonas sp. P3_A5	4796524
GCA_056403075	ASM5640307v1	SAMN42779268	Ideonella sp. P3_A4	7715882
GCA_056403095	ASM5640309v1	SAMN42779267	Burkholderiaceae bacterium P3_A3	6506785
GCA_056403115	ASM5640311v1	SAMN42779266	Mesorhizobium sp. P3_A2	6469003
GCA_056403135	ASM5640313v1	SAMN42779265	Burkholderiaceae bacterium P3_A12	7122210
GCA_056403155	ASM5640315v1	SAMN42779264	Methylobacterium sp. P3_A11	6287187
GCA_056403175	ASM5640317v1	SAMN42779263	Mesorhizobium sp. P3_A10	6246070
GCA_056403195	ASM5640319v1	SAMN42779262	Labrys sp. P2_H9_2	7005775
GCA_056403215	ASM5640321v1	SAMN42779261	Mesorhizobium sp. P2_H9	6286976
GCA_056403235	ASM5640323v1	SAMN42779260	Rhodoferax sp. P2_H8_2	3893839
GCA_056403255	ASM5640325v1	SAMN42779259	Elsteraceae bacterium P2_H8	5277379
GCA_056403275	ASM5640327v1	SAMN42779258	Mycobacterium sp. P2_H7	6417092
GCA_056403295	ASM5640329v1	SAMN42779257	Burkholderiaceae bacterium P2_H6	6819560
GCA_056403315	ASM5640331v1	SAMN42779255	Roseateles sp. P2_H4	6548539
GCA_056403335	ASM5640333v1	SAMN42779256	Rhodobacter sp. P2_H5	4957529
GCA_056403355	ASM5640335v1	SAMN42779254	Rhizobacter sp. P2_H3	6795431
GCA_056403375	ASM5640337v1	SAMN42779253	Rhizobacter sp. P2_H2	6635937
GCA_056403395	ASM5640339v1	SAMN42779252	Variovorax sp. P2_H12	7376471
GCA_056403415	ASM5640341v1	SAMN42779251	Burkholderiaceae bacterium P2_H11	6824687
GCA_056403435	ASM5640343v1	SAMN42779249	Azonexus sp. P2_H1	4344064
GCA_056403455	ASM5640345v1	SAMN42779250	Burkholderiaceae bacterium P2_H10_2	6565997
GCA_056403475	ASM5640347v1	SAMN42779248	Rhizobium sp. P2_G9	8273369
GCA_056403495	ASM5640349v1	SAMN42779246	Devosia sp. P2_G7	4611643
GCA_056403515	ASM5640351v1	SAMN42779247	Rhizobium sp. P2_G8	8282684
GCA_056403535	ASM5640353v1	SAMN42779245	Aeromicrobium sp. P2_G6	4460101
GCA_056403555	ASM5640355v1	SAMN42779243	Rhizobium sp. P2_G2	8710466
GCA_056403575	ASM5640357v1	SAMN42779244	Rhizobacter sp. P2_G4	7088674
GCA_056403595	ASM5640359v1	SAMN42779241	Polaromonas sp. P2_G11	4835198
GCA_056403615	ASM5640361v1	SAMN42779240	Flavobacterium sp. P2_G10	5185487
GCA_056403635	ASM5640363v1	SAMN42779239	Microbacterium sp. P2_F9	4143144
GCA_056403655	ASM5640365v1	SAMN42779238	Mesorhizobium sp. P2_F8	7473824
GCA_056403675	ASM5640367v1	SAMN42779236	Pedococcus sp. P2_F6	4094516
GCA_056403695	ASM5640369v1	SAMN42779237	Mesorhizobium sp. P2_F7	6833665
GCA_056403715	ASM5640371v1	SAMN42779235	Mesorhizobium sp. P2_F5	6568514
GCA_056403735	ASM5640373v1	SAMN42779234	Mesorhizobium sp. P2_F4	6584618
GCA_056403755	ASM5640375v1	SAMN42779233	Burkholderiaceae bacterium P2_F2	6939030
GCA_056403775	ASM5640377v1	SAMN42779232	Cellulomonas sp. P2_F12	4301627
GCA_056403795	ASM5640379v1	SAMN42779231	Elsteraceae bacterium P2_E9_2	5384774
GCA_056403815	ASM5640381v1	SAMN42779230	Mesorhizobium sp. P2_E9	7301213
GCA_056403835	ASM5640383v1	SAMN42779227	Mesorhizobium sp. P2_E6	7024577
GCA_056403855	ASM5640385v1	SAMN42779228	Mesorhizobium sp. P2_E7	6474335
GCA_056403875	ASM5640387v1	SAMN42779229	Bradyrhizobium sp. P2_E8	8278539
GCA_056403895	ASM5640389v1	SAMN42779226	Pedococcus sp. P2_E5	3963892
GCA_056403915	ASM5640391v1	SAMN42779224	Terrabacter sp. P2_E3	4887002
GCA_056403935	ASM5640393v1	SAMN42779225	Pedococcus sp. P2_E4	3807685
GCA_056403955	ASM5640395v1	SAMN42779223	Pedococcus sp. P2_E2	4188531
GCA_056404215	ASM5640421v1	SAMN42779222	Mesorhizobium sp. P2_E12	6284858
GCA_056404235	ASM5640423v1	SAMN42779221	Mesorhizobium sp. P2_E10	6504618
GCA_056404255	ASM5640425v1	SAMN42779220	Rhizobium sp. P2_E1	6220132
GCA_056404275	ASM5640427v1	SAMN42779219	Pedococcus sp. P2_D9	4275719
GCA_056404295	ASM5640429v1	SAMN42779218	Pedococcus sp. P2_D7	4007673
GCA_056404315	ASM5640431v1	SAMN42779217	Mesorhizobium sp. P2_D6	6860421
GCA_056404335	ASM5640433v1	SAMN42779216	Elsteraceae bacterium P2_D5_2	5289995
GCA_056404355	ASM5640435v1	SAMN42779215	Mesorhizobium sp. P2_D5	6867364
GCA_056404375	ASM5640437v1	SAMN42779214	Elsteraceae bacterium P2_D4	5333216
GCA_056404395	ASM5640439v1	SAMN42779212	Rhizobacter sp. P2_D12	6843117
GCA_056404415	ASM5640441v1	SAMN42779213	Elsteraceae bacterium P2_D3	4478231
GCA_056404435	ASM5640443v1	SAMN42779211	Mucilaginibacter sp. P2_D11	6319975
GCA_056404455	ASM5640445v1	SAMN42779210	Mesorhizobium sp. P2_D1	6713391
GCA_056404475	ASM5640447v1	SAMN42779209	Cellulomonas sp. P2_C9	4031992
GCA_056404495	ASM5640449v1	SAMN42779208	Cellulomonas sp. P2_C8	4196947
GCA_056404515	ASM5640451v1	SAMN42779207	Mesorhizobium sp. P2_C7	7115052
GCA_056404535	ASM5640453v1	SAMN42779206	Mesorhizobium sp. P2_C5_2	6303588
GCA_056404555	ASM5640455v1	SAMN42779205	Asticcacaulis sp. P2_C5	6120133
GCA_056404575	ASM5640457v1	SAMN42779204	Mesorhizobium sp. P2_C4	6332249
GCA_056404595	ASM5640459v1	SAMN42779203	Agromyces sp. P2_C3	3986796
GCA_056404615	ASM5640461v1	SAMN42779202	Massilia sp. P2_C2	6878674
GCA_056404635	ASM5640463v1	SAMN42779201	Burkholderiaceae bacterium P2_C12	6492092
GCA_056404655	ASM5640465v1	SAMN42779200	Elsteraceae bacterium P2_C11	5276237
GCA_056404675	ASM5640467v1	SAMN42779199	Elsteraceae bacterium P2_C1	5275257
GCA_056404695	ASM5640469v1	SAMN42779198	Mesorhizobium sp. P2_B9	6595057
GCA_056404715	ASM5640471v1	SAMN42779197	Dongia sp. P2_B8	5223489
GCA_056404735	ASM5640473v1	SAMN42779196	Mesorhizobium sp. P2_B7	6594059
GCA_056404755	ASM5640475v1	SAMN42779195	Sphingomonas sp. P2_B6	5187905
GCA_056404775	ASM5640477v1	SAMN42779194	Mesorhizobium sp. P2_B5	6598470
GCA_056404795	ASM5640479v1	SAMN42779193	Cellulomonas sp. P2_B4	4272667
GCA_056404815	ASM5640481v1	SAMN42779192	Agromyces sp. P2_B3	4266971
GCA_056404835	ASM5640483v1	SAMN42779191	Allobosea sp. P2_B12	5409174
GCA_056404855	ASM5640485v1	SAMN42779190	Mesorhizobium sp. P2_B11	6596230
GCA_056404875	ASM5640487v1	SAMN42779189	Hylemonella sp. P2_B10	5553305
GCA_056404895	ASM5640489v1	SAMN42779187	Rhizobacter sp. P2_A9	6912675
GCA_056404915	ASM5640491v1	SAMN42779188	Asticcacaulis sp. P2_B1	5632232
GCA_056404935	ASM5640493v1	SAMN42779186	Mesorhizobium sp. P2_A8	7391913
GCA_056404955	ASM5640495v1	SAMN42779185	Elsteraceae bacterium P2_A7	5334290
GCA_056404975	ASM5640497v1	SAMN42779184	Brevundimonas sp. P2_A6	2990295
GCA_056404995	ASM5640499v1	SAMN42779183	Mucilaginibacter sp. P2_A5	7089168
GCA_056405015	ASM5640501v1	SAMN42779182	Mucilaginibacter sp. P2_A4	7192454
GCA_056405035	ASM5640503v1	SAMN42779181	Pedococcus sp. P2_A3	4430731
GCA_056405055	ASM5640505v1	SAMN42779180	Bradyrhizobium sp. P2_A2	9035246
GCA_056405075	ASM5640507v1	SAMN42779179	Mesorhizobium sp. P2_A12	7355450
GCA_056405095	ASM5640509v1	SAMN42779178	Burkholderiaceae bacterium P2_A11	6666013
GCA_056405115	ASM5640511v1	SAMN42779177	Allobosea sp. P2_A10	5451819
GCA_056405135	ASM5640513v1	SAMN42779175	Devosia sp. P1_H9	4546889
GCA_056405155	ASM5640515v1	SAMN42779176	Bradyrhizobium sp. P2_A1	9034887
GCA_056405175	ASM5640517v1	SAMN42779174	Pedococcus sp. P1_H8	4183846
GCA_056405195	ASM5640519v1	SAMN42779172	Polaromonas sp. P1_H6	5209869
GCA_056405215	ASM5640521v1	SAMN42779173	Arthrobacter sp. P1_H7	4504149
GCA_056405235	ASM5640523v1	SAMN42779171	Polaromonas sp. P1_H5	4885868
GCA_056405255	ASM5640525v1	SAMN42779170	Agromyces sp. P1_H4	3979228
GCA_056405275	ASM5640527v1	SAMN42779169	Polaromonas sp. P1_H3	5174625
GCA_056405295	ASM5640529v1	SAMN42779168	Variovorax sp. P1_H2	7257870
GCA_056405315	ASM5640531v1	SAMN42779166	Polaromonas sp. P1_H12	5268882
GCA_056405335	ASM5640533v1	SAMN42779167	Variovorax sp. P1_H12_2	6826210
GCA_056405355	ASM5640535v1	SAMN42779165	Mesorhizobium sp. P1_H10	7377183
GCA_056405375	ASM5640537v1	SAMN42779164	Polaromonas sp. P1_H1	5349180
GCA_056405395	ASM5640539v1	SAMN42779163	Azonexus sp. P1_G9	4342337
GCA_056405415	ASM5640541v1	SAMN42779162	Polaromonas sp. P1_G7	5215744
GCA_056405435	ASM5640543v1	SAMN42779160	Rhizobacter sp. P1_G5	6774222
GCA_056405455	ASM5640545v1	SAMN42779161	Polaromonas sp. P1_G6	4204116
GCA_056405475	ASM5640547v1	SAMN42779159	Polaromonas sp. P1_G4	4740919
GCA_056405495	ASM5640549v1	SAMN42779158	Polaromonas sp. P1_G3	4644596
GCA_056405515	ASM5640551v1	SAMN42779157	Polaromonas sp. P1_G2	5762409
GCA_056405535	ASM5640553v1	SAMN42779156	Cellulomonas sp. P1_G12_2	4409593
GCA_056405555	ASM5640555v1	SAMN42779155	Variovorax sp. P1_G12	7666394
GCA_056405575	ASM5640557v1	SAMN42779154	Pseudomonas sp. P1_G10	6519294
GCA_056405595	ASM5640559v1	SAMN42779153	Polaromonas sp. P1_G1	5533956
GCA_056405615	ASM5640561v1	SAMN42779152	Polaromonas sp. P1_F9	4701844
GCA_056405635	ASM5640563v1	SAMN42779151	Polaromonas sp. P1_F8	4749138
GCA_056405655	ASM5640565v1	SAMN42779150	Pseudomonas sp. P1_F7	6806660
GCA_056405675	ASM5640567v1	SAMN42779148	Polaromonas sp. P1_F4	4786843
GCA_056405695	ASM5640569v1	SAMN42779149	Polaromonas sp. P1_F6	4961032
GCA_056405715	ASM5640571v1	SAMN42779147	Rhodoferax sp. P1_F3	4443269
GCA_056405735	ASM5640573v1	SAMN42779146	Polaromonas sp. P1_F2	5343349
GCA_056405755	ASM5640575v1	SAMN42779144	Rhizobacter sp. P1_F10	6613443
GCA_056405775	ASM5640577v1	SAMN42779145	Pseudomonas sp. P1_F11	6803979
GCA_056405795	ASM5640579v1	SAMN42779142	Polaromonas sp. P1_F1	4896499
GCA_056405815	ASM5640581v1	SAMN42779143	Pseudomonas sp. P1_F1_2	6543681
GCA_056405835	ASM5640583v1	SAMN42779141	Polaromonas sp. P1_E8	5030526
GCA_056405855	ASM5640585v1	SAMN42779140	Pararhizobium sp. P1_E7	5945338
GCA_056405875	ASM5640587v1	SAMN42779139	Rhizobium sp. P1_E6	7381714
GCA_056405895	ASM5640589v1	SAMN42779138	Flavobacterium sp. P1_E5	4466500
